qSpecies_string,species_id,confidence
Koelreuteria paniculata 'Rose Lanterns' - 'Rose Lanterns' Goldenraintree,74a57c4a-235f-59c0-b636-6f4178b18506,0.90
Ginkgo biloba 'Columnar' - 'Columnar' Ginkgo,f5df51ba-bfd4-5f80-b241-85f8d6763671,0.90
Nyssa sylvatica 'Red Rage' - 'Red Rage' Black gum,383fddb5-3cee-5381-b40b-42dc05918558,0.90
Ulmus x - Hybrid Elm,,0.75
Acer truncatum 'Crimson Sunset' - 'Crimson Sunset' Shangtung maple,,0.90
Zelkova serrata 'Halka' - 'Halka' Zelkova,3614781d-c947-5e25-b21b-b87b6bb2267a,0.90
Ficus carica - Common Fig,9f52120a-0194-5559-91bc-a5616f04a0fb,1.00
Robinia pseudoacacia 'Frisia' - 'Frisia' Black locust,e6d5c938-c52c-5152-8aa6-406118c692b2,0.90
Cornus florida 'Cherokee Brave' - 'Cherokee Brave' Flowering dogwood,68cf86fe-1217-550b-b651-04a870463229,0.90
Celtis occidentalis 'Ultrazam' - 'Ultrazam' Hackberry,870cf55e-0c5b-5642-ace4-fce540523f06,0.90
Prunus cerasifera 'Thundercloud' - 'Thundercloud' Cherry plum,6aed8b6d-7309-5707-a0dc-bc74fa5d24d0,0.90
Acer x freemanii 'Bailston' - Matador maple,10abcc98-d512-5a8d-b1a5-18324788bb40,0.75
Magnolia 'Galaxy' - 'Galaxy' Magnolia,d5ebf801-2699-5398-90bb-d7be7e6c18cd,0.60
Cercis canadensis var. Alba - White redbud,f768334a-6811-5485-8b5f-f4d14c698ece,0.90
Cornus 'Venus' - 'Venus' Dogwood,,0.60
Acer japonicum - Amur maple,dd0a2f98-0c4b-5e50-9194-27ac00bcc6ce,1.00
Lagerstroemia indica 'Muskogee' - 'Muskogee' Crapemyrtle,3c18412b-8749-5a50-a534-b45e39cb9b2f,0.90
Malus 'Centurion' - 'Centurion' Crabapple,739c7107-6028-5eea-81a6-a09abb7d1406,0.60
Koelreuteria paniculata 'Fastigiata' - 'Fastigiata' Goldenraintree,74a57c4a-235f-59c0-b636-6f4178b18506,0.90
Acer truncatum 'Pacific Sunset' - 'Pacific Sunset' Shangtung maple,,0.90
Cryptomeria japonica 'Yoshino' - 'Yoshino' Japanese cedar,6e2f27b0-c4d6-5471-a15d-a76a06905fbd,0.90
Abies concolor - white fir,,1.00
Acer nigrum - black maple,,1.00
Chionanthus virginicus - Fringetree,,1.00
Lagerstroemia 'Natchez' - 'Natchez' Crapemyrtle,,0.60
Prunus serrulata 'Shirofugen' - 'Shirofugen' Japanese flowering cherry,9596b71d-aa14-5032-88d9-b9c5b5feee99,0.90
Malus ioensis - prairie crabapple,,1.00
Amelanchier canadensis 'Robin Hill' - 'Robin Hill' Canadian serviceberry,,0.90
Ginkgo biloba 'Shangri La' - 'Shangri La' Ginkgo,f5df51ba-bfd4-5f80-b241-85f8d6763671,0.90
Gymnocladus dioicus 'Prairie Titan' - 'Prairie Titan' Kentucky coffee tree,,0.90
Aesculus x carnea 'Briotii' - 'Briotii' Ruby red horsechestnut,1e71f7bf-8811-53aa-a712-ab2bbb4264ed,0.75
Magnolia x soulangiana - Chinese magnolia,256a4200-676a-50da-b251-e976cf1587db,0.75
Hamamelis vernalis - Ozark witchhazel,,1.00
Quercus virginiana - live oak,f25c7b11-8e79-5548-9dbf-0a6ff324c45c,1.00
Pinus thunbergii - Japanese black pine,63f459e6-1343-5967-b3d1-a0f2d7e2e2c0,1.00
Maclura pomifera 'Wichita' - 'Wichita' Osage orange,,0.90
Pyrus calleryana 'Aristocrat' - 'Aristocrat' Callery pear,67b5f54b-b2b3-5914-aa1a-cab243de56e9,0.90
Pinus flexilis - limber pine,,1.00
Fraxinus pennsylvanica 'Leprechaun' - 'Leprechaun' Green ash,,0.90
Prunus x hillieri 'Spires' - 'Spires' Flowering cherry,,0.75
Nyssa sylvatica 'Tupelo Tower' - 'Tupelo Tower' Black gum,383fddb5-3cee-5381-b40b-42dc05918558,0.90
Quercus nuttallii - Nuttall oak,,1.00
Maclura pomifera 'White Shield' - 'White Shield' Osage orange,,0.90
Cornus 'Constellation' - 'Constellation' Dogwood,,0.60
Magnolia stellata - star magnolia,,1.00
Prunus padus - European birdcherry,,1.00
Aesculus hippocastanum 'Baumanni' - 'Baumanni' Horsechestnut,d444c8e3-5244-514f-8bea-643628fa4519,0.90
Populus tremuloides 'Prairie Gold' - 'Prairie Gold' Quaking aspen,3b6ab7a3-9476-52cf-8ac7-1f07f1824413,0.90
Acer campestre 'Metro Gold' - 'Metro Gold' Hedge maple,4113058e-62f3-56fe-a34c-d728254892b3,0.90
Juniperus scopulorum 'Blue Haven' - 'Blue Haven' Juniper,,0.90
Crataegus ambigua - Russian hawthorn,,1.00
Ulmus wilsoniana 'Prospector' - 'Prospector' Elm,0efa216d-faa2-50f1-9a1c-ccf76e62fa8d,0.90
Prunus 'JFS-KW14' - 'First Blush' Flowering cherry,a20a008e-c1fe-5078-aeaa-5a265579dec7,0.60
Chamaecyparis lawsoniana - Port Orford cedar,4c79fecf-2283-54de-a3cb-5e3821ad11ad,1.00
Juniperus virginiana 'Canaertii' - 'Canaertii' Eastern red cedar,,0.90
Acer ginnala 'Ruby Slippers' - 'Ruby Slippers' Amur maple,2c4f47c0-1634-5531-99d0-5c3da1e8c8a3,0.90
Pinus strobiformis - southwestern white pine,,1.00
Tilia americana 'Continental Appeal' - 'Continental Appeal' American linden,d3fc96d6-1c66-53ec-b3ff-15b9ecf1abd3,0.90
Pinus virginiana - Virginia pine,,1.00
Ulmus rubra - Slippery elm,,1.00
Quercus stellata - post oak,,1.00
Carya illinoinensis - pecan,582d3915-6818-51c5-a073-5993644bfafb,1.00
Betula alleghaniensis - yellow birch,,1.00
Malus 'Robinson' - 'Robinson' Crabapple,739c7107-6028-5eea-81a6-a09abb7d1406,0.60
Halesia tetraptera - Common silverbell,,1.00
Prunus cerasifera 'Crimson Point' - 'Crimson Point' Cherry plum,6393a177-ef67-568b-85a1-34e11cc3c720,0.90
Picea orientalis - Oriental spruce,,1.00
Acer rubrum 'Franksred' - 'Franksred' Red maple,aeddf3cd-6091-5b26-bf15-70dd35c56c54,0.90
Prunus serrulata 'Royal Burgundy' - 'Royal Burgundy' Flowering cherry,35a441ed-e828-5049-92df-0c8db1cb14e6,0.90
Asimina triloba – Pawpaw,,1.00
Tilia tomentosa 'Green Mountain' - 'Green Mountain' Silver linden,1a46577c-59c4-5f35-8297-1de9f2402ca4,0.90
Ulmus minor 'Atinia' - English elm,,0.90
Thuja plicata - western redcedar,9d8efcba-4efd-5ec3-8467-64db7524321c,1.00
Tilia cordata 'Corinthian' - 'Corinthian' Littleleaf linden,d4c85034-f65a-58ba-b069-b2b837e634b7,0.90
Ulmus americana 'Valley Forge' - 'Valley Forge' American Elm,79cca032-a54f-5ab0-94c3-1f4b36de2745,0.90
Acer rubrum 'Sun valley' - 'Sun valley' Red maple,aeddf3cd-6091-5b26-bf15-70dd35c56c54,0.90
Fagus sylvatica 'Tricolor' - 'Tricolor' European beech,dc9c06ec-dc27-55b7-8bbc-0b31b2c1e652,0.90
Prunus sargentii 'Pink Flair' - 'Pink Flair' Sargent cherry,0d13f855-ba81-5d3c-b59c-15093d7b48b7,0.90
Juniperus virginiana 'Cupressifolia' - 'Cupressifolia' Eastern red cedar,,0.90
Aesculus pavia - red buckeye,,1.00
Cornus kousa 'Starlight' - 'Starlight' Kousa dogwood,,0.90
Fagus sylvatica 'Riversii' - 'Riversii' European beech,dc9c06ec-dc27-55b7-8bbc-0b31b2c1e652,0.90
Acer rubrum 'Karpick' - 'Karpick' Red maple,aeddf3cd-6091-5b26-bf15-70dd35c56c54,0.90
Quercus bicolor 'Beacon' - 'Beacon' Swamp white oak,,0.90
Acer x freemanii 'Sienna' - Sienna Glen maple,10abcc98-d512-5a8d-b1a5-18324788bb40,0.75
Castanea dentata - American chestnut,ef58c998-a7b8-511f-a2a3-9ead4b880ca4,1.00
Cladrastis kentukea 'Perkins Pink' - 'Perkins Pink' American yellowwood,,0.90
Magnolia loebneri 'Dr. Merril' - 'Dr. Merril' Loebner magnolia,,0.90
Ulmus parvifolia 'Everclear' - 'Everclear' Chinese elm,b4ad0a9f-7aa9-5eee-b136-8d3622a32dc1,0.90
Liriodendron tulipifera 'Emerald City' - 'Emerald City' Tulip poplar,22570857-6689-52dd-856c-630e8306c299,0.90
Fraxinus nigra - Black Ash,,1.00
Pinus pungens - Table Mountain pine,,1.00
Acer saccharum 'Flashfire' - 'Flashfire' Sugar maple,d903b3ee-075f-5d06-bed5-e70b04461ffc,0.90
Elaeagnus angustifolia - Russian olive,d0d24967-1f33-5aed-82d9-f259bbb464c4,1.00
Juniperus chinensis 'Hollywood' - 'Hollywood' Chinese juniper,1e223e2c-3110-5564-a7e0-42b46eb15e8e,0.90
Quercus bicolor 'American Dream' - 'American Dream' Swamp white oak,,0.90
Ilex aquifolium - English holly,c21e3bcb-29e9-5cab-9989-df4e9225f63e,1.00
Hydrangea paniculata - Panicle hydrangea,,1.00
Acer saccharum 'Commemoration' - 'Commemoration' Sugar maple,d903b3ee-075f-5d06-bed5-e70b04461ffc,0.90
Styrax americanus - American snowbell,,1.00
Cercis reniformis 'Oklahoma' - 'Oklahoma' Oklahoma redbud,,0.90
Rhus typhina - Staghorn sumac,a961753a-b6cf-5856-b73b-b52db885c509,1.00
Styrax obassia - Fragrant snowbell,,1.00
Abies alba - silver fir,,1.00
Quercus phellos 'Hightower' - 'Hightower' Willow oak,,0.90
Cornus nuttallii - Pacific dogwood,,1.00
Crataegus phaenopyrum 'Washington' - 'Washington' Hawthorn,abeacb77-f5ea-598b-b815-af18f3353a04,0.90
Cotinus 'Royal Purple' - 'Royal Purple' Smoketree,,0.60
Ilex x 'Nellie R. Stevens' - 'Nellie R. Stevens' Holly,0094f86e-66cf-56bc-9bf7-bcec3c8b83e5,0.75
x Chitalpa tashkentensis - Chitalpa,552029fb-02ad-5648-9044-01e01fc1f19c,0.20
Quercus laurifolia - laurel oak,,1.00
Corylus americana - American hazelnut,,1.00
Acer campestre 'Evelyn' - 'Evelyn' Hedge maple,75665098-c773-5de5-b3a5-7dbb548b76f3,0.90
Oxydendrum arboreum - sourwood,,1.00
Acer saccharum 'Green Mountain' - 'Green Mountain' Sugar maple,d903b3ee-075f-5d06-bed5-e70b04461ffc,0.90
Gleditsia triacanthos var. inermis 'Shademaster' - 'Shademaster' Thornless honeylocust,579354bc-9c0f-594d-b73e-9b0bf6a3bf01,0.90
Prunus cerasifera 'Krauter Vesuvius' - 'Krauter Vesuvius' Cherry plum,a7cda9d4-473e-521f-92af-5ffed38e6e68,0.90
Quercus cerris - European turkey oak,,1.00
Quercus robur x bicolor 'Kindred Spirit' - 'Kindred Spirit' Oak,,0.90
Rhus glabra - Smooth Sumac,,1.00
Pyrus communis - European/Common Pear,54a75a71-5f77-561f-b6cb-49214132cdfa,1.00
Nyssa sylvatica 'Gum drop' - 'Gum Drop' Black gum,383fddb5-3cee-5381-b40b-42dc05918558,0.90
Ginkgo biloba 'Fairmont' - 'Fairmont' Ginkgo,62909940-6798-5043-b86a-9aef1d70cc2c,0.90
Catalpa bignonioides - southern catalpa,,1.00
Fraxinus quadrangulata - Blue ash,,1.00
Malus sargentii 'Tina' - 'Tina' Sargent's crabapple,,0.90
Ulmus americana 'Lewis & Clark' - Prairie Expedition American elm,79cca032-a54f-5ab0-94c3-1f4b36de2745,0.90
Cornus canadensis - bunchberry dogwood,,1.00
Larix decidua - European larch,,1.00
Aesculus flava - yellow buckeye,,1.00
Prunus 'Amanowagawa' - 'Amanowagawa' Cherry,a20a008e-c1fe-5078-aeaa-5a265579dec7,0.60
Ulmus 'New Harmony' - 'New Harmony' Elm,a40af43e-f1a8-5b93-ae6f-77bf177ce510,0.60
Acer saccharum 'Oregon Trail' - 'Oregon Trail' sugar maple,d903b3ee-075f-5d06-bed5-e70b04461ffc,0.90
Betula platyphylla - Asian white birch,,1.00
Prunus sargentii 'Columnaris Rancho' - 'Columnaris Rancho' Sargent cherry,0d13f855-ba81-5d3c-b59c-15093d7b48b7,0.90
Juglans ailantifolia - Japanese walnut,,1.00
Magnolia kobus - Kobus magnolia,,1.00
Juniperus chinensis 'Blue Point' - 'Blue Point' Chinese juniper,1e223e2c-3110-5564-a7e0-42b46eb15e8e,0.90
Pyrus calleryana 'Jack Pear' - 'Jack Pear' Callery pear,fc55d55a-8706-593e-9ca8-c2d0b6cba3e7,0.90
Magnolia x. soulangiana 'Rustica Rubra' - 'Rustica Rubra' Saucer magnolia,8e318195-d262-5ba1-bb3e-b53aab11b1f7,0.75
Prunus armeniaca - Apricot,d7d1c47f-e27f-501e-aad4-dc61f1e8db5b,1.00
Prunus subhirtella 'Pendula' - 'Pendula' Higan cherry,58369dcc-db0b-5c80-8626-b348b78e6414,0.90
Ulmus parvifolia 'Dynasty' - 'Dynasty' Chinese elm,b4ad0a9f-7aa9-5eee-b136-8d3622a32dc1,0.90
Prunus serrulata 'Shirotae' - 'Shirotae' Flowering cherry,b20a1924-4120-5353-a6a0-227e33482c67,0.90
Picea omorika - Serbian spruce,,1.00
Cornus mas 'Spring Sun' - 'Spring Sun' Cornelian cherry dogwood,,0.90
Heptacodium miconioides - seven-son flower,,1.00
Fagus sylvatica 'Asplenifolia' - 'Asplenifolia' European beech,dc9c06ec-dc27-55b7-8bbc-0b31b2c1e652,0.90
Acer rubrum 'Bowhall' - 'Bowhall' Red maple,aeddf3cd-6091-5b26-bf15-70dd35c56c54,0.90
Quercus x sargentii - Sargent oak,,0.75
Vitex agnus-castus - lilac chastetree,,1.00
Pyrus fauriei 'Korean Sun' - 'Korean Sun' Pear,,0.90
Acer saccharum 'Fall Fiesta' - 'Fall Fiesta' Sugar maple,d903b3ee-075f-5d06-bed5-e70b04461ffc,0.90
Aesculus octandra - Yellow buckeye,,1.00
Amelanchier x intermedia - serviceberry,,0.75
Ginkgo biloba 'Presidential Gold' - 'Presidential Gold' Ginkgo,f5df51ba-bfd4-5f80-b241-85f8d6763671,0.90
Magnolia 'Butterflies' - 'Butterflies' Magnolia,d5ebf801-2699-5398-90bb-d7be7e6c18cd,0.60
Pinus heldreichii - Bosnian Pine,,1.00
Robinia pseudoacacia 'Purple Robe' - 'Purple Robe' Black locust,e6d5c938-c52c-5152-8aa6-406118c692b2,0.90
Abies fraseri - Fraser fir,,1.00
Taxodium distichum 'Skyward' - 'Skyward' Bald cypress,,0.90
Aralia spinosa - devil's walkingstick,,1.00
Tilia tomentosa 'Satin Shadow' - 'Satin Shadow' Silver linden,1a46577c-59c4-5f35-8297-1de9f2402ca4,0.90
Prunus cerasifera 'Mount St. Helens' - 'Mount St. Helens' Cherry plum,6393a177-ef67-568b-85a1-34e11cc3c720,0.90
Prunus cistena 'Schmidt's' - 'Schmidt's' Purple-leaf sand cherry,,0.90
Carpinus caroliniana 'Native Flame' - 'Native Flame' American hornbeam,,0.90
Magnolia 'Jane' - 'Jane' Magnolia,d5ebf801-2699-5398-90bb-d7be7e6c18cd,0.60
Quercus laevis - turkey oak,,1.00
Aesculus parviflora - bottlebrush buckeye,,1.00
Lagerstroemia indica 'Tuskogee' - 'Tuskogee' Crapemyrtle,86820f2a-dd18-5630-91b5-335a0c7131c2,0.90
Magnolia tripetala - umbrella-tree,,1.00
Quercus marilandica - blackjack oak,,1.00
Quercus ilex - holly oak,0446ccf7-5f5c-509f-bb98-56d42c5fad23,1.00
Juniperus chinensis 'Keteleeri' - 'Keteleeri' Chinese juniper,1e223e2c-3110-5564-a7e0-42b46eb15e8e,0.90
Aesculus x hybrida - buckeye,,0.75
Nyssa sylvatica 'Forum' - 'Forum' Balck gum,383fddb5-3cee-5381-b40b-42dc05918558,0.90
Pinus wallichiana - Bhutan pine,,1.00
Malus domestica - Common Apple,,1.00
Acer tataricum 'Pattern Perfect' - 'Pattern Perfect' Tatarian maple,,0.90
Hamamalis 'Helene' - 'Helene' Witch hazel,,0.60
Acer x freemanii 'Scarsen' - 'Scarsen' Freeman maple,10abcc98-d512-5a8d-b1a5-18324788bb40,0.75
Prunus avium - Sweet Cherry,a480eb75-a6e2-5b9a-be86-84fc3256b0f1,1.00
Tilia x euchlora 'Laurelhurst' - 'Laurelhurst' Crimean linden,,0.75
Fraxinus pennsylvanica 'Patmore' - 'Patmore' Green ash,,0.90
Laburnum x watereri - golden chain tree,,0.75
Zelkova serrata 'Variegata' - 'Variegata' Zelkova,3614781d-c947-5e25-b21b-b87b6bb2267a,0.90
Taxodium ascedens 'Nutans' - 'Nutans' Bald cypress,,0.90
Ginkgo biloba 'Golden Collonade' - 'Golden Collonade' Ginkgo,f5df51ba-bfd4-5f80-b241-85f8d6763671,0.90
Tilia americana 'Frontyard' - 'Frontyard' American linden,d3fc96d6-1c66-53ec-b3ff-15b9ecf1abd3,0.90
Maackia amurensis 'MaacNificent' - 'MaacNificent' Amur Maackia,44b4daa3-4b37-5393-9461-430dba6ff301,0.90
Picea pungens 'Fat Albert' - 'Fat Albert' Colorado blue spruce,8c3b7e45-2314-592e-9605-23b43228b2b7,0.90
Magnolia macrophylla - bigleaf magnolia,,1.00
Prunus fruticosa 'Globosa' - 'Globosa' European dwarf cherry,,0.90
Amelanchier alnifolia - Saskatoon serviceberry,,1.00
Fagus sylvatica 'Purple Fountain' - 'Purple Fountain' European beech,dc9c06ec-dc27-55b7-8bbc-0b31b2c1e652,0.90
Tilia x europaea 'Pallida' - 'Pallida' Common linden,,0.75
Amelanchier lamarkii - Serviceberry,,1.00
Tilia cordata 'Shamrock' - 'Shamrock' Littleleaf linden,d4c85034-f65a-58ba-b069-b2b837e634b7,0.90
Cladrastis kentukea 'Sweetshade' - 'Sweetshade' American yellowwood,,0.90
Acer pseudoplatanus 'Atropurpureum' - 'Atropurpureum' Sycamore maple,37ea58a2-321d-5d66-b4be-190c9735879c,0.90
Syringa pekinensis 'Great Wall' - 'Great Wall' Peking lilac,,0.90
Carya laciniosa - shellbark hickory,,1.00
Pinus ponderosa - ponderosa pine,,1.00
Acer pensylvanicum - striped maple,,1.00
Maackia amurensis 'Starburst' - 'Starburst' Amur Maackia,44b4daa3-4b37-5393-9461-430dba6ff301,0.90
Liriodendron tulipifera 'Arnold' - 'Arnold' Tulip poplar,22570857-6689-52dd-856c-630e8306c299,0.90
Ulmus 'Pioneer' - 'Pioneer' Elm,a40af43e-f1a8-5b93-ae6f-77bf177ce510,0.60
Cornus mas 'Redstone' - 'Redstone' Cornelian cherry,,0.90
Celtis laevigata - sugarberry,,1.00
Prunus serrula - Tibetan cherry,,1.00
Betula nigra 'Cully' - 'Cully' river birch,dfaa8415-82d4-58eb-84d6-6d96d9aee807,0.90
Acer truncatum 'Norwegian Sunset' - 'Norwegian Sunset' Shangtung maple,,0.90
Tilia tomentosa 'Szeleste' - 'Szeleste' Silver linden,1a46577c-59c4-5f35-8297-1de9f2402ca4,0.90
Quercus macrocarpa 'Urban Pinnacle' - 'Urban Pinnacle' bur oak,a9594485-e325-5e3f-beae-f73c05dc9da5,0.90
Quercus phellos 'Upperton' - 'Upperton' Willow oak,,0.90
Cornus x rutban 'Aurora' - 'Aurora' Dogwood,,0.75
Sorbus alnifolia - Korean mountain ash,,1.00
Cryptomeria japonica 'Angelica' - 'Angelica' Japanese cedar,6e2f27b0-c4d6-5471-a15d-a76a06905fbd,0.90
Ulmus parvifolia 'Bosque' - 'Bosque' Chinese elm,b4ad0a9f-7aa9-5eee-b136-8d3622a32dc1,0.90
Acer rubrum 'New World' - 'New World' Red maple,aeddf3cd-6091-5b26-bf15-70dd35c56c54,0.90
Hamamelis x intermedia 'Diane' - 'Diane' Witch hazel,,0.75
Pyrus calleryana 'Holmford' - 'Holmford' Callery pear,fc55d55a-8706-593e-9ca8-c2d0b6cba3e7,0.90
Thuja occidentalis 'George Peabody' - 'George Peabody' Arborvitae,,0.90
Eucommia ulmoides 'Emerald Pointe' - 'Emerald Pointe' Hardy rubber tree,,0.90
Cornus x rutgan 'Stellar Pink' - 'Stellar Pink' Dogwood,,0.75
Cornus kousa 'Radiant Rose' - 'Radiant Rose' Dogwood,,0.90
Prunus x yedoensis 'Cascade Snow' - 'Cascade Snow' Yoshino cherry,6249ead3-4bd6-5e00-9390-feea11c998ea,0.75
Fagus sylvatica 'Dawyckii Purple' - 'Dawyckii Purple' European beech,dc9c06ec-dc27-55b7-8bbc-0b31b2c1e652,0.90
Pinus flexilis 'Vanderwolf' - 'Vanderwolf' Limber pine,,0.90
Corylus avellana - common filbert,,1.00
Prunus domestica - Domestic Plum,f4d8a33c-6493-582f-b42d-bbab0d8c9a42,1.00
Pyrus pyrifolia - Asian Pear,,1.00
Cotinus 'Grace' - 'Grace' Smoketree,,0.60
Malus x zumi var. calocarpa - Redbud crabapple,,0.75
Prunus 'Dreamcatcher' - 'Dreamcatcher' Cherry,a20a008e-c1fe-5078-aeaa-5a265579dec7,0.60
Camellia sinensis - tea,,1.00
Salix x pendulina - Wisconsin Weeping Willow,,0.75
Acer tataricum 'Rugged Charm' - 'Rugged Charm' Tatarian maple,,0.90
Acer glabrum - Rocky Mountain maple,,1.00
Tilia cordata 'Prestige' - 'Prestige' Littleleaf linden,d4c85034-f65a-58ba-b069-b2b837e634b7,0.90
Koelreuteria paniculata 'Summerburst' - 'Summerburst'Goldenraintree,74a57c4a-235f-59c0-b636-6f4178b18506,0.90
Quercus nigra - water oak,,1.00
Pinus mugo - Mountain Pine,,1.00
Crataegus 'Lavellus' - 'Lavellus' Hawthorn,,0.60
Ginkgo biloba 'Fastigiate' - 'Fastigiate' Ginkgo,f5df51ba-bfd4-5f80-b241-85f8d6763671,0.90
Sorbus aucuparia - European mountain ash,,1.00
Corylus cornuta - beaked hazelnut,,1.00
Juglans regia - English walnut,9ed1fe2e-6690-5c55-a100-a8e3029a62c3,1.00
Zelkova serrata 'Kiwi Sunset' - 'Kiwi Sunset' Zelkova,3614781d-c947-5e25-b21b-b87b6bb2267a,0.90
Cercis canadensis 'Columbus' - 'Columbus' Eastern redbud,f768334a-6811-5485-8b5f-f4d14c698ece,0.90
Crataegus 'Crimson Cloud' - 'Crimson Cloud' Hawthorn,,0.60
Cornus florida 'Cherokee Princess' - 'Cherokee Princess' Flowering dogwood,68cf86fe-1217-550b-b651-04a870463229,0.90
Liquidambar styraciflua 'Grandmaster' - 'Grandmaster' Sweetgum,16934db9-16c4-5fb9-86e3-45177c3737ae,0.90
Pyrus calleryana 'Cleveland Select' - 'Cleveland Select' Callery pear,fc55d55a-8706-593e-9ca8-c2d0b6cba3e7,0.90
Sorbus americana - American mountain ash,,1.00
Lagerstroemia indica 'Sarah's Favorite' - 'Sarah's Favorite' Crapemyrtle,,0.90
Prunus 'Snow Goose x Copper Graft' - 'Snow Goose x Copper Graft' Cherry,a20a008e-c1fe-5078-aeaa-5a265579dec7,0.60
Syringa meyeri 'Palibin' - 'Palibin' Korean lilac,,0.90
Cedrus deodora - Himalayan cedar,6b257081-6baf-5218-aaba-e1a6db2d7c6d,1.00
Fagus sylvatica 'Dawyck' - 'Dawyck' European beech,dc9c06ec-dc27-55b7-8bbc-0b31b2c1e652,0.90
Sorbus hybrida - oakleaf mountain ash,,1.00
Ilex x meserveae 'Blue Maid' - 'Blue Maid' Meserve holly,,0.75
Chamaecyparis nootkanensis - Nootka falsecypress,,1.00
Prunus 'Holly Jolivette' - 'Holly Jolivette' Cherry,a20a008e-c1fe-5078-aeaa-5a265579dec7,0.60
Pinus strobus 'Fastigiata' - 'Fastigiata' Eastern white pine,574f58de-5361-5488-9aed-cd1c486cc9d2,0.90
Carpinus betulus 'Lucas' - 'Lucas' European hornbeam,938eae33-7294-56b6-bf84-1b8d00151b63,0.90
Halesia carolina 'Arnold Pink' - 'Arnold Pink' Carolina silverbell tree,,0.90
Phellodendron amurense 'Eye Stopper' - 'Eye Stopper' Amur cork tree,,0.90
Ilex x meserveae 'Blue Princess' - 'Blue Princess' Meserve holly,,0.75
Carpinus betulus 'Franz Fontaine' - 'Franz Fontaine' European hornbeam,938eae33-7294-56b6-bf84-1b8d00151b63,0.90
Pyrus calleryana 'Stone Hill' - 'Stone Hill' Callery pear,fc55d55a-8706-593e-9ca8-c2d0b6cba3e7,0.90
Cercis canadensis 'Crosswicks Red' - 'Crosswicks Red' Eastern redbud,f768334a-6811-5485-8b5f-f4d14c698ece,0.90
Acer tataricum 'Flame' - 'Flame' Tatarian maple,,0.90
Acer saccharum 'Autumn Splendor' - 'Autumn Splendor' Sugar maple,d903b3ee-075f-5d06-bed5-e70b04461ffc,0.90
Pseudolarix amabilis - Golden Larch,,1.00
Edgeworthia chrysantha - Oriental paperbush,,1.00
Amelanchier laevis 'Spring Flurry' - 'Spring Flurry' Allegheny serviceberry,,0.90
Camellia japonica - camellia,,1.00
Prunus cerasus - Sour Cherry,,1.00
Larix kaempferi - Japanese larch,,1.00
Tamarix chinensis - five-stamen tamarisk,,1.00
Quercus garryana - Oregon white oak,,1.00
Pinus cembra - Swiss stone pine,,1.00
Catalpa ovata - Chinese catalpa,,1.00
Malus 'Lolipop' - 'Lolipop' Crabapple,739c7107-6028-5eea-81a6-a09abb7d1406,0.60
Prunus padus 'Summer Glow' - 'Summer Glow' European bird cherry,,0.90
Tilia cordata 'Unizam' - 'Unizam' Littleleaf linden,d4c85034-f65a-58ba-b069-b2b837e634b7,0.90
Quercus robur 'Skyrocket' - 'Skyrocket' English oak,5c33d272-9bd0-51ca-9544-d019635ddac2,0.90
Malus 'Profusion' - 'Profusion' Crabapple,739c7107-6028-5eea-81a6-a09abb7d1406,0.60
Halesia tetraptera var. monticola - Mountain silverbell,,0.90
Thuja occidentalis 'Hetz Wintergreen' - 'Hetz Wintergreen' Arborvitae,,0.90
Pyrus calleryana 'Silver Ball' - 'Silver Ball' Callery pear,fc55d55a-8706-593e-9ca8-c2d0b6cba3e7,0.90
Malus 'Lancelot' - 'Lancelot' Crabapple,739c7107-6028-5eea-81a6-a09abb7d1406,0.60
Malus 'Pink Spire' - 'Pink Spire' Crabapple,739c7107-6028-5eea-81a6-a09abb7d1406,0.60
Cornus florida 'Cherokee Sunset' - 'Cherokee Sunset' Flowering dogwood,68cf86fe-1217-550b-b651-04a870463229,0.90
Cornus florida 'Appalachian Spring' - 'Appalachian Spring' Flowering dogwood,68cf86fe-1217-550b-b651-04a870463229,0.90
Cornus kousa 'Summer Stars' - 'Summer Stars' Dogwood,,0.90
Pinus taeda - loblolly pine,,1.00
Magnolia 'Elizabeth' - 'Elizabeth' Magnolia,d5ebf801-2699-5398-90bb-d7be7e6c18cd,0.60
Halesia carolina 'Jersey Belle' - 'Jersey Belle' Carolina silverbell tree,,0.90
Sorbus aucuparia 'Cardinal Royal' - 'Cardinal Royal' Mountain ash,,0.90
Fagus sylvatica f. purpurea - Copper beech,dc9c06ec-dc27-55b7-8bbc-0b31b2c1e652,0.90
Malus 'Dolgo' - 'Dolgo' Crabapple,739c7107-6028-5eea-81a6-a09abb7d1406,0.60
Quercus x comptoniae - Compton oak,,0.75
Chaenomeles speciosa - Flowering quince,,1.00
Cercis canadensis 'Hearts of Gold' - 'Hearts of Gold' Eastern redbud,f768334a-6811-5485-8b5f-f4d14c698ece,0.90
Myrica pensylvanica - Northern bayberry,,1.00
Aesculus pavia - Red buckeye,,1.00
Parrotia persica 'Vanessa' - 'Vanessa' Persian ironwood,7dc2fb47-49fc-54fe-9eff-76abe521e912,0.90
Salix alba 'Niobe' - 'Niobe' White willow,,0.90
Quercus dentata - Korean oak,,1.00
