qSpecies_string,species_id,confidence
Celtis reticulata,5595acd1-258b-5d0f-9f45-2215ab7805e4,1.00
Cercis siliquastrum,c3fb98d6-640e-54d1-9fb7-eacec196f77b,1.00
Chorisia speciosa,92d58488-13de-560f-92a6-c20250e53f7a,1.00
Citrus x sinensis,fd5dd320-a092-5734-bb95-5d038599944d,0.75
Cornus florida,68cf86fe-1217-550b-b651-04a870463229,1.00
Corylus maxima,7b6b20d3-c36a-55ef-829c-80c9fd74e1d8,1.00
Corymbia citriodora,26264134-00a5-5afa-8c22-1465f0924a67,1.00
Crateagus,916278ee-68db-5391-89f9-672b006e6657,0.70
Eucalyptus crebra,e3d8e0ac-d50b-5cc2-85b5-216555b3b5fb,1.00
Ficus elastica,0441e69b-6d8a-5598-8e99-ff1744e90582,1.00
Ficus microcarpa,2542bcd5-d824-58b7-8705-59dfc37d6e13,1.00
Fraxinus americana 'Purple Robe',f92c14ed-b759-50ef-91a4-9f5157ee13a8,0.90
Hibiscus,b35ef2e7-131e-50e2-929f-0977bba301bb,0.70
Ilex aquifolium,c21e3bcb-29e9-5cab-9989-df4e9225f63e,1.00
Juglans nigra,cf57bc73-73be-53c4-87f8-f3fe9a9bd7c6,1.00
Juniperus chinensis 'Torulosa',5326c354-d09c-5f10-9613-80f65c2a926a,0.90
Lagerstroemia fauriei,61196f7e-38c3-52ca-bfc8-d05c5107c1b4,1.00
Liquidambar orientalis,11216a3e-7569-5304-a7d4-48878794b427,1.00
Lyonothamnus floribundus,b8eea4ef-7c73-52a2-b5ef-f76f71d2187d,1.00
MUSASHINO SAWLEAF ZELKOVA,9df26557-7bf0-5d49-ac7e-aa0ab4a87208,0.60
Maackia amurensis,44b4daa3-4b37-5393-9461-430dba6ff301,1.00
Magnolia grandiflora 'Little Gem',1725edd3-6817-53dc-809c-a0bcc7b32a51,0.90
Mahonia aquifolium,d0731853-b88b-5235-b9d6-c7dab2739f29,1.00
Parkinsonia × 'Desert Museum',f8d35ced-b8f8-5392-babf-adeae6e06bf8,0.60
Parrotia persica,7dc2fb47-49fc-54fe-9eff-76abe521e912,1.00
Picea pungens,8c3b7e45-2314-592e-9605-23b43228b2b7,1.00
Pinus brutia,e306fa65-1130-5201-8e0d-4c8e01810c5f,1.00
Pinus contorta,d85cc8b7-4973-534b-bfb8-c5d884e50501,1.00
Pistacia vera,50bb884a-3a8a-5650-bea3-d6cc1fd9d576,1.00
Pittosporum,cbb0ff79-cf06-52ae-b4ad-0d8b61250210,0.70
Pittosporum eugenioides,ce496566-e0ca-5039-8790-3bf0c59a52a0,1.00
Prunus lusitanica,0df3a9b8-acbd-5d24-99ab-44d5affb0f55,1.00
Prunus sargentii,0d13f855-ba81-5d3c-b59c-15093d7b48b7,1.00
Prunus serrulata 'Amanogawa',9023f9da-dd0c-5e82-9942-ddc04d53fb97,0.90
Prunus yedoensis,5d49f59c-a85e-5577-aa69-5efa04cc2a40,1.00
Psidium guajava,2e98fad1-db46-5d26-b145-efcce32ff95c,1.00
Pyrus communis,54a75a71-5f77-561f-b6cb-49214132cdfa,1.00
Quercus buckleyi,7648330a-4152-5689-9c8f-f4a1407b014f,1.00
Radermachera sinica,a1f84dbd-e722-5d0e-a3d6-55a3180f012c,1.00
Rhamnus alaternus,7bb7a169-1bde-5ea2-b5f6-5de03114bf73,1.00
Robinia pseudoacacia 'Umbraculifera,c065ffcd-2ba7-530d-8d0f-be39ea8d00c5,0.90
Rosa,ff0004ac-ed16-5f51-80e0-507be71668a5,0.70
Syringa,d1e90aeb-0e37-53f5-bc78-8c15e4d94f65,0.70
Tilia tomentosa ‘Sterling’,0eb0b218-4c67-5775-a01f-6e8451741f94,0.90
Ulmus parviflora,47933ab2-c89e-58f8-9141-e5041a73bdb4,1.00
Ulmus parvifolia 'Drake',5195c33e-e753-58f8-8299-32fe90ac683a,0.90
Wisteria,0026f177-9d6c-53f7-9c5f-a7523e25dab5,0.70
Zelkova serrata 'Green Vase',9d2cdfdb-88fa-5e31-9033-3f66c4151851,0.90
Zelkova serrata ‘Schmidtlow’,af3268fb-b7cf-5da9-aa48-3f3408c4aa97,0.90
